Date,Open,High,Low,Close,Adj Close,Volume,CName,SGRP
14-10-2019,8320.832031,8390.208984,8284.130859,8374.686523,8374.686523,15151387859,AMAZON,H1N1
15-10-2019,8373.458008,8410.714844,8182.706543,8205.369141,8205.369141,15220412631,AMAZON,H1N1
16-10-2019,8204.674805,8216.8125,7985.089844,8047.526855,8047.526855,16071646995,AMAZON,H1N1
17-10-2019,8047.8125,8134.831543,8000.942871,8103.911133,8103.911133,14313052244,AMAZON,H1N1
18-10-2019,8100.933594,8138.413574,7902.164063,7973.20752,7973.20752,15651592610,AMAZON,H1N1
19-10-2019,7973.803711,8082.629395,7944.776855,7988.560547,7988.560547,13797825640,AMAZON,H1N1
20-10-2019,7997.807129,8281.818359,7949.439453,8222.078125,8222.078125,15504249442,AMAZON,H1N1
21-10-2019,8225.115234,8296.694336,8196.416016,8243.720703,8243.720703,15868748865,AMAZON,H1N1
22-10-2019,8243.402344,8296.651367,8074.462891,8078.203125,8078.203125,16803377856,AMAZON,H1N1
23-10-2019,8076.228516,8092.999512,7469.322754,7514.671875,7514.671875,21942878957,AMAZON,H1N1
24-10-2019,7509.728027,7532.867676,7446.98877,7493.48877,7493.48877,16268708848,AMAZON,H1N2
25-10-2019,7490.703125,8691.540039,7479.984375,8660.700195,8660.700195,28705065488,AMAZON,H1N2
26-10-2019,8667.577148,10021.74414,8662.62207,9244.972656,9244.972656,44496255608,AMAZON,H1N2
27-10-2019,9241.707031,9749.529297,9112.541992,9551.714844,9551.714844,32593129500,AMAZON,H1N2
28-10-2019,9565.101563,9805.118164,9256.148438,9256.148438,9256.148438,30948255331,AMAZON,H1N2
29-10-2019,9248.44043,9516.180664,9232.648438,9427.6875,9427.6875,28426779937,AMAZON,H1N2
30-10-2019,9422.462891,9426.874023,9085.370117,9205.726563,9205.726563,27706531577,AMAZON,H1N2
31-10-2019,9202.458008,9383.161133,9028.717773,9199.584961,9199.584961,26583653946,AMAZON,H1N2
01-11-2019,9193.992188,9275.657227,9132.047852,9261.104492,9261.104492,24324691031,AMAZON,H1N2
02-11-2019,9259.783203,9377.486328,9249.587891,9324.717773,9324.717773,21242676385,AMAZON,H1N2
03-11-2019,9324.787109,9379.806641,9141.251953,9235.354492,9235.354492,21132220847,AMAZON,H1N3
04-11-2019,9235.607422,9505.051758,9191.485352,9412.612305,9412.612305,26170255634,AMAZON,H1N3
05-11-2019,9413.004883,9457.417969,9256.931641,9342.527344,9342.527344,26198609047,AMAZON,H1N3
06-11-2019,9340.864258,9423.237305,9305.90918,9360.879883,9360.879883,23133895764,AMAZON,H1N3
07-11-2019,9352.393555,9368.476563,9202.353516,9267.561523,9267.561523,22700383838,AMAZON,H1N3
08-11-2019,9265.368164,9272.759766,8775.53418,8804.880859,8804.880859,24333037836,AMAZON,H1N3
09-11-2019,8809.46875,8891.818359,8793.163086,8813.582031,8813.582031,17578630605,AMAZON,H1N3
10-11-2019,8812.489258,9103.826172,8806.162109,9055.526367,9055.526367,20587919881,AMAZON,H1N3
11-11-2019,9056.917969,9081.279297,8700.608398,8757.788086,8757.788086,20265510765,AMAZON,H1N3
12-11-2019,8759.751953,8853.768555,8685.427734,8815.662109,8815.662109,20309769107,AMAZON,H1N3
13-11-2019,8812.033203,8836.841797,8761.651367,8808.262695,8808.262695,17545755404,AMAZON,H1N4
14-11-2019,8811.936523,8826.943359,8692.551758,8708.094727,8708.094727,19084739974,AMAZON,H1N4
15-11-2019,8705.708008,8730.873047,8484.84375,8491.992188,8491.992188,21796856471,AMAZON,H1N4
16-11-2019,8491.166016,8591.99707,8473.973633,8550.760742,8550.760742,16495389808,AMAZON,H1N4
17-11-2019,8549.470703,8727.789063,8500.967773,8577.975586,8577.975586,18668638896,AMAZON,H1N4
18-11-2019,8573.980469,8653.280273,8273.573242,8309.286133,8309.286133,21579470673,AMAZON,H1N4
19-11-2019,8305.134766,8408.516602,8099.963379,8206.145508,8206.145508,21083613815,AMAZON,H1N4
20-11-2019,8203.613281,8237.240234,8010.511719,8027.268066,8027.268066,20764300436,AMAZON,H1N4
21-11-2019,8023.644531,8110.098145,7597.381836,7642.75,7642.75,22514243371,AMAZON,H1N4
22-11-2019,7643.569336,7697.382813,6936.706543,7296.577637,7296.577637,34242315784,AMAZON,H1N4
23-11-2019,7296.164551,7442.258789,7151.417969,7397.796875,7397.796875,21008924417,AMAZON,H1N5
24-11-2019,7398.633789,7408.577148,7029.289063,7047.916992,7047.916992,30433517289,AMAZON,H1N5
25-11-2019,7039.977051,7319.856934,6617.166992,7146.133789,7146.133789,42685231261,AMAZON,H1N5
26-11-2019,7145.15918,7320.230469,7098.572266,7218.371094,7218.371094,21129505542,AMAZON,H1N5
27-11-2019,7220.880859,7619.693359,6974.174316,7531.663574,7531.663574,23991412764,AMAZON,H1N5
28-11-2019,7536.820313,7730.072754,7454.121582,7463.105957,7463.105957,19050116751,AMAZON,H1N5
29-11-2019,7466.727051,7781.179688,7460.756348,7761.243652,7761.243652,19709695455,AMAZON,H1N5
30-11-2019,7764.057129,7836.102051,7515.849609,7569.629883,7569.629883,17158194786,AMAZON,H1N5
01-12-2019,7571.616211,7571.616211,7291.341797,7424.29248,7424.29248,18720708479,AMAZON,H1N5
02-12-2019,7424.036133,7474.818848,7233.399414,7321.988281,7321.988281,17082040705,AMAZON,H1N5
03-12-2019,7323.975586,7418.858887,7229.356934,7320.145508,7320.145508,14797485769,AMAZON,H1N5
04-12-2019,7320.125,7539.784668,7170.922852,7252.034668,7252.034668,21664240918,AMAZON,H1N1
05-12-2019,7253.241699,7743.431641,7232.676758,7448.307617,7448.307617,18816085231,MICROSOFT,H1N1
06-12-2019,7450.561523,7546.996582,7392.175293,7546.996582,7546.996582,18104466306,MICROSOFT,H1N1
07-12-2019,7547.265625,7589.95166,7525.711426,7556.237793,7556.237793,15453520564,MICROSOFT,H1N1
08-12-2019,7551.338867,7634.606445,7476.091309,7564.345215,7564.345215,15409908086,MICROSOFT,H1N1
09-12-2019,7561.79541,7618.091797,7365.985352,7400.899414,7400.899414,17872021272,MICROSOFT,H1N1
10-12-2019,7397.134277,7424.022949,7246.043945,7278.119629,7278.119629,18249031194,MICROSOFT,H1N1
11-12-2019,7277.197754,7324.15625,7195.527344,7217.427246,7217.427246,16350490689,MICROSOFT,H1N1
12-12-2019,7216.73877,7266.639648,7164.741211,7243.134277,7243.134277,18927080224,MICROSOFT,H1N1
13-12-2019,7244.662109,7293.560547,7227.122559,7269.68457,7269.68457,17125736940,MICROSOFT,H1N1
14-12-2019,7268.902832,7308.836426,7097.208984,7124.673828,7124.673828,17137029729,MICROSOFT,H1N2
15-12-2019,7124.239746,7181.075684,6924.375977,7152.301758,7152.301758,16881129804,MICROSOFT,H1N2
16-12-2019,7153.663086,7171.168945,6903.682617,6932.480469,6932.480469,20213265949,MICROSOFT,H1N2
17-12-2019,6931.31543,6964.075195,6587.974121,6640.515137,6640.515137,22363804217,MICROSOFT,H1N2
18-12-2019,6647.698242,7324.984863,6540.049316,7276.802734,7276.802734,31836522778,MICROSOFT,H1N2
19-12-2019,7277.59082,7346.602539,7041.381836,7202.844238,7202.844238,25904604415,MICROSOFT,H1N2
20-12-2019,7208.636719,7257.921875,7086.124023,7218.816406,7218.816406,22633815180,MICROSOFT,H1N2
21-12-2019,7220.59375,7223.226074,7112.73584,7191.158691,7191.158691,19312552168,MICROSOFT,H1N2
22-12-2019,7191.188477,7518.033203,7167.179199,7511.588867,7511.588867,23134537956,MICROSOFT,H1N2
23-12-2019,7508.902344,7656.17627,7326.192383,7355.628418,7355.628418,27831788041,MICROSOFT,H1N2
24-12-2019,7354.393066,7535.716797,7269.528809,7322.532227,7322.532227,22991622105,MICROSOFT,H1N3
25-12-2019,7325.755859,7357.02002,7220.991211,7275.155762,7275.155762,21559505148,MICROSOFT,H1N3
26-12-2019,7274.799316,7388.302734,7200.386719,7238.966797,7238.966797,22787010034,MICROSOFT,H1N3
27-12-2019,7238.141113,7363.529297,7189.934082,7290.088379,7290.088379,22777360995,MICROSOFT,H1N3
28-12-2019,7289.03125,7399.041016,7286.905273,7317.990234,7317.990234,21365673026,MICROSOFT,H1N3
29-12-2019,7317.647461,7513.948242,7279.865234,7422.652832,7422.652832,22445257701,MICROSOFT,H1N3
30-12-2019,7420.272949,7454.824219,7276.308105,7292.995117,7292.995117,22874131671,MICROSOFT,H1N3
31-12-2019,7294.438965,7335.290039,7169.777832,7193.599121,7193.599121,21167946112,MICROSOFT,H1N3
01-01-2020,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664996,MICROSOFT,H1N3
02-01-2020,7202.55127,7212.155273,6935.27002,6985.470215,6985.470215,20802083465,MICROSOFT,H1N3
03-01-2020,6984.428711,7413.715332,6914.996094,7344.884277,7344.884277,28111481031,MICROSOFT,H1N4
04-01-2020,7345.375488,7427.385742,7309.51416,7410.656738,7410.656738,18444271274,MICROSOFT,H1N4
05-01-2020,7410.45166,7544.49707,7400.535645,7411.317383,7411.317383,19725074094,MICROSOFT,H1N4
06-01-2020,7410.452148,7781.867188,7409.292969,7769.219238,7769.219238,23276261598,MICROSOFT,H1N4
07-01-2020,7768.682129,8178.21582,7768.227539,8163.692383,8163.692383,28767291326,MICROSOFT,H1N4
08-01-2020,8161.935547,8396.738281,7956.774414,8079.862793,8079.862793,31672559264,MICROSOFT,H1N4
09-01-2020,8082.295898,8082.295898,7842.403809,7879.071289,7879.071289,24045990465,MICROSOFT,H1N4
10-01-2020,7878.307617,8166.554199,7726.774902,8166.554199,8166.554199,28714583843,MICROSOFT,H1N4
11-01-2020,8162.190918,8218.359375,8029.64209,8037.537598,8037.537598,25521165085,MICROSOFT,H1N4
12-01-2020,8033.261719,8200.063477,8009.059082,8192.494141,8192.494141,22903438381,MICROSOFT,H1N4
13-01-2020,8189.771973,8197.788086,8079.700684,8144.194336,8144.194336,22482910687,MICROSOFT,H1N5
14-01-2020,8140.933105,8879.511719,8140.933105,8827.764648,8827.764648,44841784107,MICROSOFT,H1N5
15-01-2020,8825.34375,8890.117188,8657.1875,8807.010742,8807.010742,40102834649,MICROSOFT,H1N5
16-01-2020,8812.481445,8846.460938,8612.095703,8723.786133,8723.786133,31313981930,MICROSOFT,H1N5
17-01-2020,8725.209961,8958.12207,8677.316406,8929.038086,8929.038086,36372139320,MICROSOFT,H1N5
18-01-2020,8927.211914,9012.198242,8827.332031,8942.808594,8942.808594,32337772626,MICROSOFT,H1N5
19-01-2020,8941.445313,9164.362305,8620.080078,8706.245117,8706.245117,34217320471,MICROSOFT,H1N5
20-01-2020,8704.631836,8745.59082,8560.473633,8657.642578,8657.642578,26422375678,MICROSOFT,H1N5
21-01-2020,8658.991211,8755.706055,8544.520508,8745.894531,8745.894531,24097418512,MICROSOFT,H1N5
22-01-2020,8744.210938,8792.994141,8636.74707,8680.875977,8680.875977,22600204050,MICROSOFT,H1N5
23-01-2020,8680.650391,8687.74707,8333.637695,8406.515625,8406.515625,25770680778,MICROSOFT,H1N5
24-01-2020,8405.567383,8514.666992,8266.84082,8445.43457,8445.43457,24397913025,MICROSOFT,H1N1
25-01-2020,8440.119141,8458.453125,8296.21875,8367.847656,8367.847656,19647331548,GOOGLE,H1N1
26-01-2020,8364.410156,8602.401367,8325.498047,8596.830078,8596.830078,22177678795,GOOGLE,H1N1
27-01-2020,8597.308594,8977.726563,8597.308594,8909.819336,8909.819336,28647338393,GOOGLE,H1N1
28-01-2020,8912.524414,9358.589844,8908.447266,9358.589844,9358.589844,34398744402,GOOGLE,H1N1
29-01-2020,9357.470703,9406.431641,9269.467773,9316.629883,9316.629883,30682598115,GOOGLE,H1N1
30-01-2020,9316.016602,9553.125977,9230.897461,9508.993164,9508.993164,32378792850,GOOGLE,H1N1
31-01-2020,9508.313477,9521.706055,9230.776367,9350.529297,9350.529297,29432489719,GOOGLE,H1N1
01-02-2020,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,GOOGLE,H1N1
02-02-2020,9389.820313,9468.797852,9217.824219,9344.365234,9344.365234,30835736946,GOOGLE,H1N1
03-02-2020,9344.683594,9540.37207,9248.633789,9293.521484,9293.521484,30934096508,GOOGLE,H1N2
04-02-2020,9292.841797,9331.265625,9112.811523,9180.962891,9180.962891,29893183716,GOOGLE,H1N2
05-02-2020,9183.416016,9701.299805,9163.704102,9613.423828,9613.423828,35222060874,GOOGLE,H1N2
06-02-2020,9617.821289,9824.619141,9539.818359,9729.801758,9729.801758,37628823715,GOOGLE,H1N2
07-02-2020,9726.00293,9834.716797,9726.00293,9795.943359,9795.943359,34522718159,GOOGLE,H1N2
08-02-2020,9793.070313,9876.749023,9678.910156,9865.119141,9865.119141,35172043761,GOOGLE,H1N2
09-02-2020,9863.894531,10129.43555,9850.392578,10116.67383,10116.67383,35807884663,GOOGLE,H1N2
10-02-2020,10115.55957,10165.76563,9784.563477,9856.611328,9856.611328,39386548074,GOOGLE,H1N2
11-02-2020,9855.891602,10210.05273,9729.334961,10208.23633,10208.23633,37648059388,GOOGLE,H1N2
12-02-2020,10202.3877,10393.61133,10202.3877,10326.05469,10326.05469,43444303830,GOOGLE,H1N2
13-02-2020,10323.96094,10457.62695,10116.16113,10214.37988,10214.37988,49356071372,GOOGLE,H1N3
14-02-2020,10211.55078,10321.99609,10125.53418,10312.11621,10312.11621,43338264161,GOOGLE,H1N3
15-02-2020,10313.85645,10341.55566,9874.427734,9889.424805,9889.424805,43865054831,GOOGLE,H1N3
16-02-2020,9889.179688,10053.96875,9722.386719,9934.433594,9934.433594,43374780305,GOOGLE,H1N3
17-02-2020,9936.560547,9938.81543,9507.637695,9690.142578,9690.142578,45998298412,GOOGLE,H1N3
18-02-2020,9691.230469,10161.93555,9632.382813,10141.99609,10141.99609,47271023953,GOOGLE,H1N3
19-02-2020,10143.79883,10191.67578,9611.223633,9633.386719,9633.386719,46992019709,GOOGLE,H1N3
20-02-2020,9629.325195,9643.216797,9507.900391,9608.475586,9608.475586,44925260236,GOOGLE,H1N3
21-02-2020,9611.782227,9723.014648,9589.743164,9686.441406,9686.441406,40930547512,GOOGLE,H1N3
22-02-2020,9687.707031,9698.231445,9600.728516,9663.181641,9663.181641,35838025154,GOOGLE,H1N3
23-02-2020,9663.318359,9937.404297,9657.791016,9924.515625,9924.515625,41185185761,GOOGLE,H1N4
24-02-2020,9921.583008,9951.746094,9537.042969,9650.174805,9650.174805,45080496648,GOOGLE,H1N4
25-02-2020,9651.3125,9652.737305,9305.021484,9341.705078,9341.705078,42515259129,GOOGLE,H1N4
26-02-2020,9338.290039,9354.77832,8704.426758,8820.522461,8820.522461,50420050761,GOOGLE,H1N4
27-02-2020,8825.09375,8932.892578,8577.199219,8784.494141,8784.494141,45470195695,GOOGLE,H1N4
28-02-2020,8788.728516,8890.456055,8492.932617,8672.455078,8672.455078,44605450442,GOOGLE,H1N4
29-02-2020,8671.212891,8775.631836,8599.508789,8599.508789,8599.508789,35792392544,GOOGLE,H1N4
01-03-2020,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,GOOGLE,H1N4
02-03-2020,8563.264648,8921.308594,8532.630859,8869.669922,8869.669922,42857674408,GOOGLE,H1N4
03-03-2020,8865.387695,8901.598633,8704.990234,8787.786133,8787.786133,42386715820,GOOGLE,H1N4
04-03-2020,8788.541992,8843.366211,8712.431641,8755.246094,8755.246094,34746706368,GOOGLE,H1N5
05-03-2020,8760.285156,9142.054688,8757.253906,9078.762695,9078.762695,39698054597,GOOGLE,H1N5
06-03-2020,9078.308594,9167.695313,9032.079102,9122.545898,9122.545898,40826885650,GOOGLE,H1N5
07-03-2020,9121.600586,9163.220703,8890.744141,8909.954102,8909.954102,36216930369,GOOGLE,H1N5
08-03-2020,8908.206055,8914.34375,8105.25293,8108.116211,8108.116211,39973102120,GOOGLE,H1N5
09-03-2020,8111.146484,8177.793457,7690.098145,7923.644531,7923.644531,46936995808,GOOGLE,H1N5
10-03-2020,7922.146973,8136.945313,7814.763184,7909.729492,7909.729492,42213940993,GOOGLE,H1N5
11-03-2020,7910.089844,7950.814453,7642.8125,7911.430176,7911.430176,38682762604,GOOGLE,H1N5
12-03-2020,7913.616211,7929.116211,4860.354004,4970.788086,4970.788086,53980357243,GOOGLE,H1N5
13-03-2020,5017.831055,5838.114746,4106.980957,5563.707031,5563.707031,74156772074,GOOGLE,H1N5
14-03-2020,5580.20459,5625.226563,5245.555176,5446.57666,5446.57666,43295260672,GOOGLE,H1N5
